Customer ID,Age,Gender,Income Level,Location,Education Level
3878,53,Female,High,"New York, NY",Graduate
3879,26,Male,Medium,"Miami, FL",Graduate
3880,31,Female,Low,"Miami, FL",High School
3881,74,Male,Medium,"Los Angeles, CA",Undergraduate
3882,43,Other,Medium,"Chicago, IL",Undergraduate
3883,70,Female,High,"Miami, FL",Undergraduate
3884,41,Male,Low,"Chicago, IL",Graduate
3885,28,Male,High,"Los Angeles, CA",High School
3886,64,Other,High,"New York, NY",High School
3887,56,Female,High,"Chicago, IL",Undergraduate
3888,37,Female,Medium,"New York, NY",Graduate
3889,66,Male,Medium,"Chicago, IL",Graduate
3890,36,Male,Low,"New York, NY",Undergraduate
3891,42,Male,Medium,"Miami, FL",Graduate
3892,29,Other,Low,"Miami, FL",Undergraduate
3893,42,Female,Medium,"Chicago, IL",High School
3894,62,Female,Low,"Chicago, IL",Graduate
3895,61,Other,High,"Miami, FL",Graduate
3896,28,Female,Low,"New York, NY",High School
3897,69,Male,High,"Los Angeles, CA",Undergraduate
3898,32,Other,Low,"Houston, TX",Graduate
3899,66,Male,Low,"Chicago, IL",Graduate
3900,33,Other,High,"Los Angeles, CA",Undergraduate
3901,59,Male,High,"New York, NY",Undergraduate
3902,70,Male,High,"Houston, TX",High School
3903,79,Female,Medium,"Los Angeles, CA",Undergraduate
3904,59,Male,High,"Los Angeles, CA",High School
3905,46,Male,High,"New York, NY",Undergraduate
3906,26,Male,Medium,"New York, NY",Undergraduate
3907,25,Female,High,"New York, NY",Graduate
3908,60,Male,Low,"New York, NY",Graduate
3909,76,Female,Low,"Los Angeles, CA",Undergraduate
3910,52,Other,Low,"Houston, TX",Undergraduate
3911,62,Male,Low,"New York, NY",High School
3912,50,Other,High,"Los Angeles, CA",Graduate
3913,28,Male,Low,"Miami, FL",Undergraduate
3914,53,Male,Medium,"Chicago, IL",High School
3915,37,Male,Medium,"Miami, FL",High School
3916,74,Female,High,"New York, NY",High School
3917,23,Other,Medium,"Chicago, IL",Undergraduate
3918,39,Male,High,"Los Angeles, CA",Undergraduate
3919,45,Female,Low,"Houston, TX",Graduate
3920,70,Other,High,"Miami, FL",Undergraduate
3921,62,Female,High,"Miami, FL",Graduate
3922,54,Other,High,"Los Angeles, CA",Graduate
3923,67,Other,Low,"Houston, TX",Undergraduate
3924,57,Other,High,"New York, NY",Graduate
3925,47,Female,Medium,"Chicago, IL",Undergraduate
3926,18,Male,Medium,"Miami, FL",Graduate
3927,25,Male,Low,"Houston, TX",High School
3928,62,Male,Medium,"Houston, TX",Graduate
3929,77,Other,High,"Chicago, IL",Undergraduate
3930,34,Other,Medium,"Chicago, IL",Graduate
3931,45,Female,Medium,"Los Angeles, CA",Graduate
3932,35,Male,Medium,"Los Angeles, CA",Graduate
3933,68,Other,High,"Miami, FL",High School
3934,69,Male,Low,"New York, NY",Graduate
3935,41,Other,Low,"Chicago, IL",Undergraduate
3936,44,Female,Low,"Miami, FL",Graduate
3937,35,Female,High,"Miami, FL",Undergraduate
3938,23,Female,Medium,"Chicago, IL",Graduate
3939,31,Male,Low,"Miami, FL",Graduate
3940,71,Other,Low,"Chicago, IL",High School
3941,66,Male,Medium,"Los Angeles, CA",High School
3942,32,Female,Low,"Chicago, IL",Undergraduate
3943,40,Other,Low,"Miami, FL",High School
3944,52,Female,High,"Chicago, IL",High School
3945,46,Female,Medium,"Chicago, IL",High School
3946,51,Other,Medium,"New York, NY",Undergraduate
3947,79,Male,Medium,"Houston, TX",High School
3948,41,Other,Medium,"Los Angeles, CA",Undergraduate
3949,64,Female,Medium,"Chicago, IL",Undergraduate
3950,42,Other,Low,"Houston, TX",Graduate
3951,37,Female,Low,"Miami, FL",Graduate
3952,27,Other,Low,"New York, NY",Graduate
3953,43,Female,Medium,"Houston, TX",High School
3954,42,Female,High,"Miami, FL",Graduate
3955,45,Other,Medium,"New York, NY",High School
3956,40,Other,Medium,"Miami, FL",High School
3957,76,Other,Medium,"Los Angeles, CA",High School
3958,61,Female,Low,"Houston, TX",Undergraduate
3959,26,Other,Low,"Chicago, IL",Graduate
3960,60,Female,Medium,"Houston, TX",Undergraduate
3961,49,Female,High,"New York, NY",Undergraduate
3962,35,Male,Medium,"Los Angeles, CA",High School
3963,72,Male,High,"Miami, FL",Undergraduate
3964,41,Female,High,"Miami, FL",Undergraduate
3965,18,Male,Medium,"Chicago, IL",Graduate
3966,73,Female,Low,"Chicago, IL",Graduate
3967,21,Other,High,"Los Angeles, CA",Graduate
3968,59,Female,Medium,"New York, NY",High School
3969,57,Female,Medium,"Miami, FL",Undergraduate
3970,71,Other,Medium,"New York, NY",Undergraduate
3971,18,Female,Medium,"Miami, FL",High School
3972,63,Male,High,"Chicago, IL",Graduate
3973,49,Female,High,"Houston, TX",Graduate
3974,64,Other,Low,"Miami, FL",High School
3975,65,Female,Low,"Los Angeles, CA",Undergraduate
3976,43,Other,Low,"New York, NY",Undergraduate
3977,30,Male,High,"Chicago, IL",Undergraduate
3978,18,Other,Medium,"Houston, TX",Graduate
3979,25,Other,Low,"Houston, TX",Undergraduate
3980,57,Other,Medium,"Chicago, IL",Undergraduate
3981,74,Other,High,"Chicago, IL",Undergraduate
3982,37,Female,High,"Los Angeles, CA",Graduate
3983,21,Male,High,"Houston, TX",Graduate
3984,76,Male,Medium,"Los Angeles, CA",Undergraduate
3985,44,Other,Low,"Miami, FL",High School
3986,51,Male,High,"New York, NY",Graduate
3987,78,Male,Medium,"Chicago, IL",High School
3988,58,Male,High,"Miami, FL",Undergraduate
3989,19,Male,High,"Miami, FL",Undergraduate
3990,35,Male,Low,"Chicago, IL",Undergraduate
3991,25,Male,Low,"New York, NY",Graduate
3992,43,Male,High,"Houston, TX",Graduate
3993,64,Male,Medium,"Miami, FL",Graduate
3994,37,Other,High,"Los Angeles, CA",High School
3995,57,Female,Low,"Houston, TX",High School
3996,43,Male,Low,"Los Angeles, CA",Graduate
3997,40,Other,Low,"Houston, TX",Undergraduate
3998,61,Female,Low,"Houston, TX",Graduate
3999,72,Other,Medium,"Los Angeles, CA",Graduate
4000,30,Male,High,"Chicago, IL",Undergraduate
4001,72,Male,Medium,"New York, NY",Undergraduate
4002,74,Male,High,"Los Angeles, CA",Graduate
4003,51,Other,High,"Los Angeles, CA",High School
4004,72,Male,Medium,"New York, NY",Graduate
4005,45,Other,High,"Miami, FL",Undergraduate
4006,18,Male,Low,"Los Angeles, CA",Undergraduate
4007,77,Other,Low,"New York, NY",High School
4008,48,Male,Medium,"Chicago, IL",Graduate
4009,60,Male,Medium,"Houston, TX",High School
4010,77,Female,Low,"Los Angeles, CA",Graduate
4011,73,Other,High,"New York, NY",Undergraduate
4012,75,Female,Medium,"Los Angeles, CA",High School
4013,21,Female,High,"Los Angeles, CA",Undergraduate
4014,38,Other,Low,"Miami, FL",High School
4015,29,Female,Medium,"Chicago, IL",Graduate
4016,27,Other,Medium,"Miami, FL",Graduate
4017,26,Female,Medium,"Miami, FL",High School
4018,47,Female,Medium,"New York, NY",Graduate
4019,21,Other,Low,"New York, NY",High School
4020,42,Other,High,"Los Angeles, CA",High School
4021,31,Female,Medium,"Chicago, IL",Undergraduate
4022,62,Female,Low,"New York, NY",High School
4023,69,Other,High,"Los Angeles, CA",Undergraduate
4024,67,Other,Medium,"New York, NY",Undergraduate
4025,70,Male,Low,"Los Angeles, CA",Graduate
4026,23,Female,High,"Houston, TX",High School
4027,26,Male,High,"Houston, TX",High School
4028,26,Other,High,"Chicago, IL",High School
4029,79,Female,High,"Houston, TX",Graduate
4030,50,Other,High,"Chicago, IL",Undergraduate
4031,24,Other,Low,"Houston, TX",Graduate
4032,20,Male,Medium,"Chicago, IL",High School
4033,70,Other,High,"New York, NY",Graduate
4034,31,Other,Low,"New York, NY",Graduate
4035,74,Female,High,"Houston, TX",Undergraduate
4036,39,Female,Low,"Los Angeles, CA",Graduate
4037,77,Other,Low,"Los Angeles, CA",High School
4038,44,Other,High,"Chicago, IL",Graduate
4039,30,Male,Medium,"Houston, TX",High School
4040,21,Female,High,"Chicago, IL",Undergraduate
4041,35,Female,Medium,"New York, NY",Undergraduate
4042,52,Male,Low,"Los Angeles, CA",Undergraduate
4043,47,Female,Low,"Chicago, IL",High School
4044,58,Other,Low,"Chicago, IL",High School
4045,31,Other,Low,"Los Angeles, CA",High School
4046,77,Male,Low,"Chicago, IL",High School
4047,55,Female,High,"Chicago, IL",Undergraduate
4048,73,Other,Low,"Chicago, IL",High School
4049,30,Male,Low,"Houston, TX",Graduate
4050,18,Male,High,"Houston, TX",High School
4051,39,Male,High,"Miami, FL",High School
4052,48,Female,Medium,"New York, NY",Undergraduate
4053,52,Female,High,"New York, NY",Graduate
4054,47,Female,Medium,"Chicago, IL",Graduate
4055,43,Female,Medium,"Los Angeles, CA",Graduate
4056,43,Female,Medium,"Miami, FL",Graduate
4057,29,Other,Low,"Chicago, IL",Undergraduate
4058,38,Male,Medium,"Houston, TX",Undergraduate
4059,23,Other,High,"Los Angeles, CA",Graduate
4060,46,Female,Medium,"Chicago, IL",Graduate
4061,39,Other,Low,"Miami, FL",Graduate
4062,75,Female,High,"Chicago, IL",Graduate
4063,30,Male,Medium,"Chicago, IL",High School
4064,32,Other,Low,"Miami, FL",Graduate
4065,48,Male,Low,"New York, NY",Graduate
4066,56,Female,Low,"Chicago, IL",Undergraduate
4067,44,Other,Low,"Los Angeles, CA",Graduate
4068,23,Female,High,"Los Angeles, CA",High School
4069,35,Other,Low,"Los Angeles, CA",Undergraduate
4070,72,Other,High,"Houston, TX",High School
4071,48,Female,Low,"Chicago, IL",High School
4072,60,Other,High,"Houston, TX",Graduate
4073,51,Male,Medium,"Houston, TX",Undergraduate
4074,37,Male,High,"Chicago, IL",Graduate
4075,47,Male,Low,"Los Angeles, CA",Undergraduate
4076,35,Female,High,"Houston, TX",High School
4077,62,Other,High,"New York, NY",Graduate
4078,69,Other,High,"Miami, FL",Graduate
4079,52,Other,Low,"New York, NY",High School
4080,72,Female,High,"New York, NY",Undergraduate
4081,57,Male,High,"Houston, TX",Undergraduate
4082,57,Female,Low,"Houston, TX",Undergraduate
4083,31,Other,Low,"Houston, TX",Graduate
4084,34,Male,Low,"Los Angeles, CA",Graduate
4085,57,Female,High,"Houston, TX",Undergraduate
4086,24,Female,Low,"Miami, FL",Undergraduate
4087,58,Male,Medium,"Houston, TX",Graduate
4088,68,Male,Low,"Miami, FL",Graduate
4089,33,Other,Low,"Los Angeles, CA",Undergraduate
4090,45,Male,Low,"Los Angeles, CA",Undergraduate
4091,70,Female,High,"Miami, FL",Graduate
4092,18,Other,Low,"Houston, TX",High School
4093,29,Female,Low,"Chicago, IL",High School
4094,38,Other,High,"New York, NY",High School
4095,64,Male,Low,"Los Angeles, CA",Undergraduate
4096,68,Male,Medium,"Chicago, IL",Graduate
4097,36,Female,Medium,"Los Angeles, CA",High School
4098,20,Other,Low,"Houston, TX",Undergraduate
4099,23,Male,Medium,"Chicago, IL",Undergraduate
4100,46,Female,Medium,"Miami, FL",High School
4101,50,Female,Low,"Houston, TX",High School
4102,58,Male,High,"Los Angeles, CA",High School
4103,47,Other,Medium,"Miami, FL",Graduate
4104,36,Male,Medium,"Los Angeles, CA",Undergraduate
4105,26,Other,Medium,"Los Angeles, CA",Graduate
4106,26,Male,High,"Miami, FL",Undergraduate
4107,49,Other,Low,"Chicago, IL",Graduate
4108,57,Male,Low,"Miami, FL",Graduate
4109,26,Male,Medium,"Los Angeles, CA",Undergraduate
4110,31,Male,Medium,"New York, NY",Graduate
4111,63,Male,Low,"Miami, FL",Graduate
4112,74,Female,High,"Houston, TX",Graduate
4113,42,Female,Medium,"Los Angeles, CA",Graduate
4114,55,Other,High,"Los Angeles, CA",High School
4115,48,Male,High,"Los Angeles, CA",Graduate
4116,54,Other,Low,"Chicago, IL",High School
4117,52,Male,Medium,"New York, NY",Undergraduate
4118,78,Male,High,"Chicago, IL",High School
4119,20,Male,Medium,"New York, NY",Undergraduate
4120,27,Male,Medium,"Houston, TX",Undergraduate
4121,60,Female,Low,"Los Angeles, CA",Undergraduate
4122,67,Male,High,"Miami, FL",Undergraduate
4123,58,Female,Low,"Chicago, IL",High School
4124,49,Male,Low,"Los Angeles, CA",Graduate
4125,34,Female,Low,"Chicago, IL",Undergraduate
4126,41,Male,Medium,"Miami, FL",High School
4127,74,Other,Low,"Los Angeles, CA",Graduate
4128,66,Female,High,"Los Angeles, CA",Graduate
4129,42,Male,Medium,"Houston, TX",High School
4130,26,Other,Low,"Houston, TX",Graduate
4131,71,Other,High,"New York, NY",Graduate
4132,37,Other,Medium,"Miami, FL",Graduate
4133,60,Male,Medium,"Los Angeles, CA",Undergraduate
4134,22,Other,Low,"Houston, TX",Graduate
4135,74,Male,High,"New York, NY",Graduate
4136,71,Female,Low,"Chicago, IL",Undergraduate
4137,33,Other,High,"Chicago, IL",High School
4138,73,Other,Medium,"Chicago, IL",Graduate
4139,44,Female,High,"Miami, FL",High School
4140,41,Female,High,"Miami, FL",High School
4141,79,Male,Low,"Miami, FL",High School
4142,29,Other,Medium,"Miami, FL",Graduate
4143,68,Female,Low,"Miami, FL",High School
4144,67,Male,Medium,"New York, NY",Graduate
4145,77,Female,Low,"New York, NY",Undergraduate
4146,60,Female,Medium,"New York, NY",Graduate
4147,43,Other,Low,"Houston, TX",High School
4148,67,Female,Medium,"Chicago, IL",Undergraduate
4149,45,Other,High,"Chicago, IL",High School
4150,20,Other,Low,"Chicago, IL",Graduate
4151,35,Female,High,"Los Angeles, CA",High School
4152,77,Male,Medium,"Los Angeles, CA",Graduate
4153,19,Other,Medium,"Los Angeles, CA",High School
4154,37,Female,Medium,"New York, NY",Graduate
4155,40,Other,Low,"Miami, FL",High School
4156,78,Other,Medium,"New York, NY",High School
4157,43,Female,Medium,"Los Angeles, CA",Graduate
4158,68,Male,High,"Miami, FL",Undergraduate
4159,40,Male,High,"New York, NY",Graduate
4160,18,Other,Medium,"New York, NY",Undergraduate
4161,27,Female,Medium,"New York, NY",Graduate
4162,77,Female,Medium,"Miami, FL",High School
4163,74,Male,Low,"Miami, FL",Undergraduate
4164,29,Female,High,"New York, NY",Graduate
4165,45,Male,High,"New York, NY",Undergraduate
4166,73,Other,Medium,"Chicago, IL",High School
4167,34,Female,Medium,"Miami, FL",Undergraduate
4168,76,Other,High,"Chicago, IL",Graduate
4169,25,Male,Medium,"Chicago, IL",Undergraduate
4170,38,Female,Medium,"New York, NY",Graduate
4171,51,Other,High,"Los Angeles, CA",Undergraduate
4172,67,Female,Medium,"Miami, FL",High School
4173,20,Other,Low,"New York, NY",Undergraduate
4174,61,Female,Low,"Miami, FL",Graduate
4175,60,Female,Low,"Houston, TX",High School
4176,76,Female,Medium,"Chicago, IL",High School
4177,30,Female,High,"Chicago, IL",High School
4178,60,Male,Medium,"Los Angeles, CA",Undergraduate
4179,75,Female,Medium,"Los Angeles, CA",High School
4180,66,Other,Medium,"Los Angeles, CA",High School
4181,21,Male,Low,"Miami, FL",High School
4182,36,Other,Low,"Los Angeles, CA",Graduate
4183,61,Male,High,"New York, NY",High School
4184,50,Male,High,"Los Angeles, CA",High School
4185,29,Female,Low,"New York, NY",Graduate
4186,44,Female,Medium,"Houston, TX",Undergraduate
4187,44,Male,Medium,"New York, NY",High School
4188,63,Male,High,"Houston, TX",High School
4189,32,Female,Medium,"Houston, TX",Graduate
4190,18,Other,Low,"Houston, TX",Graduate
4191,41,Male,High,"Houston, TX",Graduate
4192,72,Male,Medium,"Los Angeles, CA",Graduate
4193,47,Male,High,"Miami, FL",Undergraduate
4194,52,Female,Low,"Miami, FL",Undergraduate
4195,24,Female,Low,"Chicago, IL",Graduate
4196,73,Female,High,"New York, NY",Graduate
4197,38,Other,Medium,"Houston, TX",Graduate
4198,79,Male,Low,"Chicago, IL",Undergraduate
4199,78,Female,Low,"New York, NY",Graduate
4200,41,Other,Medium,"Miami, FL",High School
4201,69,Other,Medium,"Miami, FL",Undergraduate
4202,79,Male,Medium,"Los Angeles, CA",High School
4203,42,Male,Medium,"Houston, TX",High School
4204,32,Female,High,"Chicago, IL",Undergraduate
4205,47,Female,High,"Miami, FL",Graduate
4206,56,Male,Medium,"New York, NY",High School
4207,43,Male,High,"Chicago, IL",Undergraduate
4208,55,Male,High,"Houston, TX",High School
4209,19,Other,High,"Los Angeles, CA",High School
4210,77,Other,Medium,"Miami, FL",Graduate
4211,40,Female,Medium,"New York, NY",Graduate
4212,26,Male,High,"Houston, TX",Undergraduate
4213,76,Female,High,"Los Angeles, CA",Undergraduate
4214,21,Male,High,"New York, NY",Graduate
4215,25,Female,High,"New York, NY",Graduate
4216,61,Male,Medium,"Chicago, IL",High School
4217,31,Male,Medium,"New York, NY",Graduate
4218,65,Male,High,"Chicago, IL",High School
4219,28,Other,Low,"Chicago, IL",High School
4220,67,Male,Low,"Houston, TX",Undergraduate
4221,50,Female,Medium,"New York, NY",High School
4222,53,Other,High,"Miami, FL",High School
4223,49,Female,Medium,"New York, NY",Undergraduate
4224,23,Female,Medium,"New York, NY",Graduate
4225,25,Other,Low,"New York, NY",Undergraduate
4226,57,Female,Medium,"Miami, FL",Graduate
4227,73,Male,Low,"Los Angeles, CA",Graduate
4228,74,Other,Medium,"New York, NY",High School
4229,19,Male,Medium,"Houston, TX",Graduate
4230,31,Female,Low,"Los Angeles, CA",Graduate
4231,24,Other,High,"Miami, FL",Graduate
4232,59,Other,Low,"Chicago, IL",Undergraduate
4233,68,Male,Medium,"New York, NY",Undergraduate
4234,24,Male,High,"Houston, TX",Undergraduate
4235,70,Female,High,"Los Angeles, CA",Graduate
4236,50,Female,High,"New York, NY",Graduate
4237,53,Female,Medium,"Chicago, IL",Undergraduate
4238,32,Other,High,"Houston, TX",High School
4239,67,Female,Low,"New York, NY",High School
4240,36,Female,Medium,"Chicago, IL",High School
4241,64,Male,Low,"New York, NY",Undergraduate
4242,32,Other,Low,"Chicago, IL",Graduate
4243,33,Male,High,"New York, NY",Graduate
4244,52,Other,Low,"Chicago, IL",Undergraduate
4245,46,Female,High,"New York, NY",Graduate
4246,39,Other,Low,"New York, NY",Graduate
4247,43,Male,Low,"Chicago, IL",High School
4248,65,Male,Low,"New York, NY",High School
4249,27,Female,High,"Chicago, IL",Graduate
4250,50,Male,Medium,"Chicago, IL",Undergraduate
4251,27,Other,High,"Houston, TX",Undergraduate
4252,40,Female,Low,"New York, NY",Undergraduate
4253,50,Male,High,"Miami, FL",Undergraduate
4254,26,Male,High,"Chicago, IL",High School
4255,66,Male,Low,"Chicago, IL",Undergraduate
4256,73,Male,High,"Chicago, IL",Undergraduate
4257,71,Other,High,"Houston, TX",High School
4258,45,Male,Medium,"New York, NY",Undergraduate
4259,28,Female,High,"Houston, TX",Graduate
4260,78,Male,Low,"New York, NY",High School
4261,20,Other,Low,"New York, NY",High School
4262,56,Female,Low,"Los Angeles, CA",Undergraduate
4263,57,Female,Low,"Chicago, IL",Undergraduate
4264,51,Female,Medium,"Chicago, IL",Graduate
4265,45,Male,Medium,"Chicago, IL",High School
4266,57,Other,Low,"New York, NY",High School
4267,75,Female,Medium,"Miami, FL",Graduate
4268,37,Other,Low,"New York, NY",Undergraduate
4269,57,Other,High,"Houston, TX",Graduate
4270,50,Male,Medium,"Chicago, IL",Undergraduate
4271,20,Other,Medium,"Los Angeles, CA",Undergraduate
4272,49,Female,Medium,"Houston, TX",High School
4273,56,Other,Low,"Houston, TX",Undergraduate
4274,67,Female,Low,"Miami, FL",High School
4275,67,Other,Low,"Houston, TX",Undergraduate
4276,48,Male,High,"Houston, TX",Graduate
4277,43,Other,Low,"Chicago, IL",Graduate
4278,55,Female,Low,"Houston, TX",High School
4279,49,Other,Low,"Miami, FL",Undergraduate
4280,76,Other,Medium,"Miami, FL",Undergraduate
4281,75,Female,High,"New York, NY",Undergraduate
4282,55,Male,Low,"Chicago, IL",Graduate
4283,51,Male,Low,"Los Angeles, CA",High School
4284,41,Other,Medium,"New York, NY",Undergraduate
4285,57,Male,Medium,"Los Angeles, CA",Graduate
4286,61,Other,Low,"Houston, TX",Graduate
4287,57,Other,High,"Chicago, IL",Undergraduate
4288,58,Female,Medium,"Miami, FL",Undergraduate
4289,25,Male,Medium,"Miami, FL",Undergraduate
4290,18,Female,High,"New York, NY",Undergraduate
4291,66,Female,Medium,"New York, NY",Undergraduate
4292,59,Female,Medium,"Miami, FL",Graduate
4293,47,Female,High,"Chicago, IL",Undergraduate
4294,22,Male,Low,"New York, NY",Undergraduate
4295,35,Female,Low,"Chicago, IL",High School
4296,19,Other,High,"Miami, FL",Graduate
4297,37,Other,Low,"Houston, TX",High School
4298,74,Other,Medium,"Chicago, IL",Undergraduate
4299,29,Female,High,"Houston, TX",Undergraduate
4300,39,Other,High,"Chicago, IL",Undergraduate
4301,45,Male,Medium,"Houston, TX",Undergraduate
4302,35,Male,High,"Los Angeles, CA",High School
4303,67,Male,High,"Chicago, IL",Undergraduate
4304,79,Male,Low,"Houston, TX",Undergraduate
4305,66,Male,Low,"Miami, FL",High School
4306,59,Male,Medium,"Miami, FL",Undergraduate
4307,28,Female,High,"Miami, FL",Undergraduate
4308,33,Other,High,"Miami, FL",High School
4309,53,Female,Low,"New York, NY",Graduate
4310,70,Other,Low,"Los Angeles, CA",Graduate
4311,39,Other,Medium,"New York, NY",Undergraduate
4312,70,Other,Low,"Los Angeles, CA",Undergraduate
4313,47,Other,Low,"New York, NY",Graduate
4314,67,Male,Low,"Los Angeles, CA",High School
4315,62,Other,Low,"Miami, FL",Graduate
4316,76,Male,Low,"Miami, FL",Graduate
4317,47,Female,Low,"Chicago, IL",Undergraduate
4318,35,Other,Medium,"Houston, TX",Graduate
4319,62,Other,Low,"Houston, TX",High School
4320,21,Other,Medium,"Miami, FL",High School
4321,62,Female,Low,"Miami, FL",Undergraduate
4322,26,Male,Low,"New York, NY",High School
4323,38,Female,Medium,"New York, NY",High School
4324,50,Male,High,"Houston, TX",Graduate
4325,56,Other,High,"Los Angeles, CA",Graduate
4326,75,Female,Medium,"Los Angeles, CA",High School
4327,40,Male,High,"Miami, FL",Graduate
4328,59,Female,High,"Chicago, IL",High School
4329,33,Male,Medium,"Los Angeles, CA",Graduate
4330,71,Female,High,"Houston, TX",Graduate
4331,24,Female,Low,"Miami, FL",Undergraduate
4332,68,Female,Low,"Houston, TX",High School
4333,41,Female,High,"Los Angeles, CA",Undergraduate
4334,59,Other,Low,"Chicago, IL",High School
4335,19,Other,Medium,"Miami, FL",Undergraduate
4336,74,Other,Low,"Chicago, IL",Graduate
4337,27,Male,Low,"Houston, TX",Graduate
4338,22,Male,Medium,"New York, NY",Graduate
4339,55,Other,High,"Houston, TX",Graduate
4340,70,Other,High,"Houston, TX",High School
4341,63,Male,Low,"Miami, FL",Undergraduate
4342,68,Female,Low,"Chicago, IL",Undergraduate
4343,36,Other,Medium,"Los Angeles, CA",Graduate
4344,42,Male,Medium,"Miami, FL",High School
4345,78,Male,High,"New York, NY",Graduate
4346,38,Male,Low,"Los Angeles, CA",Graduate
4347,19,Male,High,"New York, NY",Graduate
4348,63,Other,High,"Los Angeles, CA",High School
4349,57,Female,Medium,"Houston, TX",High School
4350,60,Other,Medium,"New York, NY",Graduate
4351,49,Female,Medium,"Los Angeles, CA",Graduate
4352,79,Male,Low,"New York, NY",Graduate
4353,67,Female,High,"New York, NY",Undergraduate
4354,76,Other,Low,"Los Angeles, CA",Undergraduate
4355,72,Male,High,"Chicago, IL",Graduate
4356,28,Other,Medium,"New York, NY",Undergraduate
4357,22,Male,Medium,"Chicago, IL",High School
4358,53,Female,Medium,"New York, NY",High School
4359,66,Male,Low,"Chicago, IL",Undergraduate
4360,67,Female,Medium,"Miami, FL",High School
4361,36,Other,Low,"Chicago, IL",Graduate
4362,66,Male,Low,"Chicago, IL",Graduate
4363,45,Other,Medium,"Houston, TX",High School
4364,28,Other,Low,"Houston, TX",High School
4365,49,Male,Low,"New York, NY",Undergraduate
4366,31,Other,Low,"Chicago, IL",High School
4367,46,Male,High,"New York, NY",Undergraduate
4368,45,Other,High,"New York, NY",Undergraduate
4369,27,Other,High,"Chicago, IL",Graduate
4370,55,Other,High,"New York, NY",Graduate
4371,70,Male,Medium,"Houston, TX",Undergraduate
4372,47,Other,High,"Houston, TX",High School
4373,37,Other,High,"Miami, FL",Undergraduate
4374,76,Male,Medium,"Houston, TX",Graduate
4375,53,Other,High,"Miami, FL",Graduate
4376,30,Female,Low,"Houston, TX",High School
4377,23,Female,High,"Los Angeles, CA",Undergraduate
4378,75,Female,Medium,"Chicago, IL",High School
4379,44,Female,High,"Los Angeles, CA",Undergraduate
4380,56,Male,High,"Houston, TX",High School
4381,38,Male,Medium,"Chicago, IL",Graduate
4382,39,Male,Medium,"Miami, FL",Graduate
4383,31,Other,Low,"Chicago, IL",High School
4384,42,Other,Medium,"New York, NY",Graduate
4385,35,Other,High,"Miami, FL",High School
4386,78,Male,Low,"Houston, TX",Undergraduate
4387,67,Other,Low,"New York, NY",Graduate
4388,45,Other,Low,"Chicago, IL",Undergraduate
4389,56,Other,High,"Chicago, IL",Undergraduate
4390,26,Other,Medium,"New York, NY",Undergraduate
4391,32,Female,Low,"Miami, FL",Graduate
4392,34,Other,Medium,"Houston, TX",High School
4393,24,Female,Medium,"Miami, FL",High School
4394,38,Female,Low,"Chicago, IL",Undergraduate
4395,74,Other,Low,"Los Angeles, CA",Undergraduate
4396,54,Female,Low,"New York, NY",Graduate
4397,25,Male,High,"Chicago, IL",High School
4398,53,Male,Medium,"Chicago, IL",Undergraduate
4399,64,Other,Low,"New York, NY",Undergraduate
4400,56,Other,Medium,"Los Angeles, CA",Undergraduate
4401,47,Male,Medium,"Miami, FL",Graduate
4402,59,Other,Low,"New York, NY",High School
4403,50,Female,Medium,"Chicago, IL",High School
4404,38,Male,Medium,"Miami, FL",High School
4405,33,Female,High,"Chicago, IL",High School
4406,19,Male,Low,"Chicago, IL",Undergraduate
4407,38,Other,Medium,"Los Angeles, CA",High School
4408,74,Female,High,"Chicago, IL",Undergraduate
4409,21,Other,Low,"Chicago, IL",High School
4410,54,Female,Low,"Los Angeles, CA",Undergraduate
4411,41,Other,High,"New York, NY",Undergraduate
4412,31,Other,Low,"Los Angeles, CA",High School
4413,27,Other,Low,"Houston, TX",Undergraduate
4414,31,Female,Medium,"Los Angeles, CA",Undergraduate
4415,26,Female,High,"Chicago, IL",Graduate
4416,29,Female,Low,"Houston, TX",Undergraduate
4417,49,Female,Low,"New York, NY",Graduate
4418,63,Other,Low,"Los Angeles, CA",Undergraduate
4419,37,Other,High,"New York, NY",High School
4420,41,Other,Medium,"Chicago, IL",High School
4421,67,Other,Medium,"Chicago, IL",Undergraduate
4422,48,Other,High,"New York, NY",Graduate
4423,77,Male,High,"Chicago, IL",Graduate
4424,31,Male,Low,"Houston, TX",Undergraduate
4425,42,Female,High,"Los Angeles, CA",Undergraduate
4426,66,Male,Medium,"New York, NY",High School
4427,51,Male,Low,"New York, NY",High School
4428,41,Male,High,"Los Angeles, CA",Graduate
4429,43,Female,High,"New York, NY",Graduate
4430,60,Other,High,"Houston, TX",High School
4431,26,Male,Low,"Houston, TX",Graduate
4432,58,Other,Low,"New York, NY",Undergraduate
4433,32,Female,Medium,"New York, NY",Graduate
4434,70,Male,Medium,"New York, NY",Undergraduate
4435,72,Male,High,"New York, NY",Undergraduate
4436,34,Female,Low,"Los Angeles, CA",Graduate
4437,71,Male,Low,"Chicago, IL",Undergraduate
4438,38,Male,Low,"Miami, FL",High School
4439,25,Female,High,"Houston, TX",High School
4440,61,Male,Medium,"New York, NY",Graduate
4441,37,Female,High,"Miami, FL",Graduate
4442,67,Other,High,"New York, NY",High School
4443,52,Other,Low,"Chicago, IL",Undergraduate
4444,44,Female,Low,"Houston, TX",High School
